,Unnamed: 0,Column1,scope,title,manual_keywords,generated_keywords,name,description
267,275,267,iMooX,Leichtathletik für den Sportunterricht,athletics;physical education;coordination skills;movement behavior;physical experience,Physical Education;Athletic Training;Movement Skills;Coordination;Physical Activity;Sports;Fitness;Movement Quality;Movement Economy;Sports Coaching,,
268,276,268,iMooX,Proaktiv smarte Entscheidungen treffen,Decisions;proactive;life satisfaction;methods;influence,Decision Making;Proactive Thinking;Intelligent Decisions;Online Course;Personal Development;Improving Skills;Effective Methods;Systematic Approach;Life Satisfaction;Problem Solving,Proaktiv smarte Entscheidungen treffen,"   Was erwartet mich in diesem Kurs? Aktuelle Forschungen zeigen, dass proaktives, gutes Entscheiden trainiert werden kann. Entscheidungen sind die einzige Moeglichkeit aktiv auf das, was Ihnen oder Ihrer Organisation wichtig ist, Einfluss zu nehmen.Auch wenn Sie keine bewusste Entscheidung treffen, treffen Sie eine Entscheidung, indem Sie passiv bleiben. Sie lassen somit den Dingen ihren Lauf. Daher ist es verwunderlich, dass viele Menschen sich nicht wirklich damit beschaeftigen, wie man systematisch gute Entscheidungen treffen kann. Smart entscheiden kann trainiert werden und dieser MOOC hilft Ihnen dabei! In 8 Lektionen lernen Sie einfache aber effektive Methoden kennen, wie Sie kuenftig proaktiv und intelligent entscheiden koennen."
269,277,269,iMooX,Inklusion - Vielfalt als Chance! Grundlagen inklusiver Pädagogik,Inclusion;integration;disability;UN-BRK;self-representation,Inclusive Education;Disability Rights;Diversity and Inclusion;Education for All;United Nations Convention;Self-Determination;Participation and Empowerment;Personal Experiences;International Documents;Accessibility and Equity,,
270,278,270,iMooX,Digitales Leben 3,Digital games;social change;social media;technologies;participation,Digitalization;Online Learning;Technology;Society;Human-Computer Interaction;Games;Hacking;Social Media;Participation;Transformation,Digitales Leben 3," Im heutigen Zeitalter des Digitalen geht es         letztlich immer noch um Fragen, die die Menschheit schon sehr lange         beschaeftigen, etwa: Wie kann ein gutes Leben aussehen? Wie kann Ungleichheit abgebaut         werden? Welche Rolle kann jede:r Einzelne dabei spielen? Der MOOC „Digitales         Leben 3“ beschaeftigt sich in insgesamt 20 Lernvideos mit der Mitgestaltung des         gesellschaftlichen Raums – offline wie online –, mit der Gestaltung von         Technologien sowie mit den Verbindungen zwischen beidem. In 5 Lektionen         diskutieren 7 Vortragende aus technik-, sozial- und bildungswissenschaftlicher         Sicht Beispiele fuer konkrete Auswirkungen, die die Digitalisierung auf unser         taegliches Leben hat oder haben kann, obwohl sie haeufig so abstrakt erscheint.  Die Themen der 5 Lektionen sind:   Bedeutung von Partizipation fuer             gelungene Mensch-Computer-Schnittstellen     Technologien und ihre Beziehungen             zu Menschen und Gesellschaft     Digitale Spiele, Gamification,             Serious Games: Gestaltungsmoeglichkeiten     Gesellschaftsveraendernde             Potenziale von Hacking und Making     Soziale Medien: Wandel der             Oeffentlichkeit und mehr Vernetzung  „Digitales     Leben 3“ bildet gemeinsam mit „Digitales Leben 2“ und „Digitales Leben“ eine MOOC-Reihe zu verschiedenen relevanten     Aspekten der Digitalisierung und den damit einhergehenden Transformationsprozessen.     Die Zahlen im Titel sollen dabei keine Reihenfolge vorgeben – als Lernende:r     koennen Sie jeden der „Digitales Leben“-MOOCs als ersten bearbeiten. Wir hoffen,   die Reihe in Zukunft auch noch weiterzufuehren!"
271,279,271,iMooX,Bauen und Konstruieren im Kindergarten,Kindergarten;stability;solidity;movements;technique,Building;Constructing;Kindergarten;Education;Children;Learning;Technology;Materials;Activities;Development,Bauen und Konstruieren im Kindergarten,Die Weiterbildungsmaße „Bauen und Konstruieren im Kindergarten“ besteht aus insgesamt folgenden 4 Modulen:Einfuehrung: Bauen und Konstruieren im KindergartenStabilitaet und SoliditaetBewegungen anstoßen und uebertragenTechnik konstruieren und herstellen 
272,280,272,iMooX,Programmieren mit Java 1,Java;programming;algorithms;branching;loops,Java Programming;Beginner's Course;Algorithms;Programming Basics;Conditional Statements;Loops;Functions;Software Development;Visual Studio Code;Introduction to Programming,Programmieren mit Java 1,"Der     Kurs ist in 5 Lektionen aufgeteilt, die eine schrittweisen Einstieg in die Programmierung mit Java unterstuetzen:  Lektion 1 bietet eine allgemeine Einfuehrung in das Programmieren. Insbesondere werden Algorithmen, die theoretische Basis fuer die Programmierung, erklaert und Beispiele von Algorithmen gegeben.      Lektion 2 fuehrt in die Programmierung mit Java ein. Hier werden auch die Installation und das Arbeiten mit dem Software-Entwicklungssystem Visual Studio Code und das Visualisierungswerkzeug JavaWiz erklaert.      Lektion 3 befasst sich mit Verzeigungen in Java, d.h., mit den Moeglichkeiten aufgrund von Bedingungen unterschiedliche Zweige auszufuehren.       Lektion 4 ist Schleifen gewidmet. Mit Schleifen kann man Anweisungen wiederholt ausfuehren.      Lektion 5 schließlich fuehrt Methoden ein. Mit Methoden kann man Java-Programme in mehrere Unterprogramm aufteilen. Methoden sind damit unbedingt notwendig, um komplexe Softwareloesungen realisieren zu koennen.   "
273,281,273,iMooX,Tauch‘ ein in die Welt der Datenbanken,Databases;SQL;domain analysis;relation model;queries,Databases;Relational Databases;SQL;Querying;Database Design;Data Analysis;Database Management;Online Course;Learning Resource;Technology,Tauch‘ ein in die Welt der Datenbanken,"Was erwartet euch im Kurs? Welche Inhalte kommen darin vor?Einen kurzen Ueberblick erhaltet ihr im oben angezeigten Video.Aufbau des Kurses:Der MOOC gliedert sich in mehrere Lektionen - das sind 8 abenteuerliche Schritte in die Welt der relationalen Datenbanken:Lektion 1: Ueberblick ueber die Ziele, Inhalte und Arbeitsweise im MOOCLektion 2: Einfuehrung in die Welt der DatenbankenLektion 3: Domaenenanalyse und konzeptueller Entwurf (semantisches Datenmodell)Lektion 4: Entwurf einer relationalen Datenbank (Transformation ins Relationenmodell)Lektion 5: Einfuehrung in SQL und Anlegen einer Datenbank mit SQLLektion 6: Einfache Abfragen mit SQLLektion 7: Komplexere Abfragen mit SQL (Joins, Gruppierungen, Aggregationen)Lektion 8: Komplexe Abfragen mit SQL II (Subqueries)Hinweis: Die oben angegebene Lernzeit pro Lektion ist geschaetzt und ergibt sich, wenn in den Lektionen alle Themen und vertiefenden Beispiele (Aufgaben) vollstaendig durchgearbeitet werden. Bei entsprechendem Vorwissen kann sich diese wesentlich verkuerzen. Es ist auch moeglich den Kurs nur ab Lektion 5 (SQL) zu absolvieren. In diesem Fall kann jedoch kein Teilnahmezertifikat ausgestellt werden.Weiterer Hinweis: Dieser Kurs findet im Sommer 2023 das erste Mal statt und dient zur Erprobung der entwickelten Materialien. Fuer Feedback sind wir gerne offen. Die Erfahrungen werden evaluiert und der Kurs im Folgenden weiterentwickelt und erweitert. Daher hat dieser Kurs auch ein Enddatum (Oktober 2023) und wird danach durch eine neue, ueberarbeitete Version ersetzt."
274,282,274,iMooX,Bayesian probability theory,probability theory;Bayesian;machine learning;data science;parameters,Probability Theory;Bayesian Methods;Statistics;Decision Making;Uncertainty;Random Variables;Data Analysis;Machine Learning;Data Science;Probability Distributions,Bayesian probability theory," Die Hauptmotivation dieses Kurses ist es, ein breiteres Publikum fuer die Wahrscheinlichkeitstheorie zu begeistern, da sie fuer alle wissenschaftlichen Bereiche von zentraler Bedeutung ist. Oder wie E.T. Jaynes - einer der bedeutendsten Wahrscheinlichkeitsforscher des letzten Jahrhunderts - es ausdrueckte: ""Die Wahrscheinlichkeitstheorie ist die Logik der Wissenschaft.""Dieser Kurs macht Sie mit den Methoden der Wahrscheinlichkeitstheorie vertraut und befaehigt Sie, mit Unsicherheiten umzugehen, Entscheidungen zu qualifizieren, Wahrscheinlichkeiten zuzuordnen und Parameter und Modelle zu schaetzen. Der Bayes'sche Ansatz liefert Techniken zur Aktualisierung der ""partiellen Wahrheit"".Insgesamt liefert dieser MOOC die Grundlagen, die fuer die Bereiche maschinelles Lernen und Data Science notwendig und nuetzlich sind.Der Kurs ist in Kapitel unterteilt, die sich mit diskreten und kontinuierlichen Variablen befassen und insgesamt 9 Einheiten umfassen:Einheit 1: Bayesics ;-) der WahrscheinlichkeitstheorieEinheit 2: Diskrete Wahrscheinlichkeitsverteilungen und StichprobenEinheit 3: Multivariate Verteilungen - noch mehr BayesicsEinheit 4: Kombinatorik - Die Kunst des ZaehlensEinheit 5: Odyssee und stochastische ProzesseEinheit 6: Bayesianische ArgumentationstiefeEinheit 7: Parameter- und Modellschaetzung und KlassifikationEinheit 8: Kontinuierliche Wahrscheinlichkeitsverteilungen und InvarianzEinheit 9: Bayessche Simulationstechniken"
275,283,275,iMooX,Computational Thinking mit BBC micro:bit - der MOOC zum freien Schulbuch,Digital literacy;computational thinking;BBC micro:bit;programming;textbook,Computational Thinking;Programming;Micro:bit;Online Course;Education;School;Technology;Interdisciplinary;Problem-Solving;Digital Skills,Computational Thinking mit BBC micro:bit - der MOOC zum freien Schulbuch," Digitale Grundbildung ist derzeit in aller Munde - als Forderung einer wachsenden Informationsgesellschaft und als Bezeichnung fuer die seit dem Schuljahr 2018/19 in Oesterreich eingefuehrte verbindliche Uebung in der Sekundarstufe 1. Ab dem kommenden Schuljahr (2022/23) gibt es die Digitale Grundbildung als Pflichtfach in den ersten Stufen der Sekundarstufe 1. Der bisherige Lehrplan umfasste insgesamt acht Kompetenzfelder. Ein Kompetenzfeld setzt sich mit Computational Thinking auseinander. Darunter versteht man vereinfacht gesagt die Faehigkeit, ein Problem so zu betrachten und die Loesungsschritte so zu formulieren, dass die zur Loesung notwendigen Schritte von einem informationsverarbeitenden System ausgefuehrt werden koennen. Diese Faehigkeit sollen Schueler/innen mithilfe des Schulbuchs erlernen und ueben.  Der Kurs bietet eine Einfuehrung in die Programmierung mit dem BBC micro:bit und thematisiert den faecherintegrativen Einsatz der Platine. Weiters werden das Schulbuch, ausgewaehlte Beispiele und die digitalen Ergaenzungsinhalte, die in Form eines Wikis organisiert sind,  vorgestellt. "
276,284,276,iMooX,How to Hackathon,Hackathon;planning;implementation;marketing;follow-up,Hackathon;Event planning;Project management;Teamwork;Innovation;Technology;Entrepreneurship;Communication;Organization;Event management,How to Hackathon,"Dieser Mini-MOOC fasst in 5 Lektionen zusammen, worauf bei der Planung eines Hackathons zu achten ist und welche Faktoren beruecksichtigt werden muessen. Als Beispiel dient der vom Verein Forum Neue Medien Austria (FNMA) gefoerderte Hackathon eAccessibility Challenge. Dieser wurde in einer Kooperation von der FH Technikum Wien und der TU Graz geplant und im Mai 2022 durchgefuehrt. Der Kurs gliedert sich in folgende fuenf Lektionen: Basics: Was gehoert zu einem Hackathon?     Vor dem Hackathon: Thema und Zielgruppe     Vor dem Hackathon: Rahmenbedingungen und Marketing     Waehrend des Hackathons: Durchfuehrung     Nach dem Hackathon: Nachbereitung  "
277,285,277,iMooX,Digital Citizenship - Kompetent in Demokratie und Unterricht,Digital citizenship;democracy;online media;social media;education work,Online Safety;Media Literacy;Digital Citizenship;Internet Safety;Social Media;Critical Thinking;Democracy;Education;Online Behavior;Cyber Awareness,Digital Citizenship - Kompetent in Demokratie und Unterricht,"Durch die Absolvierung des MOOCs „Digital Citizenship – Kompetent in Demokratie und Unterricht“ erhalten Sie ein naeheres Verstaendnis von Online- und Sozialen Medien in Bezug auf verschiedene Ebenen demokratischer Gesellschaften. Das Internet und Soziale Medien stellen einen wesentlichen Handlungsspielraum unserer heutigen Gesellschaft sowie eine breit genutzte Informationsquelle und eine Vielzahl an Kommunikationsmoeglichkeiten dar.   Um an die Bedeutung von (Online- und Sozialen) Medien fuer eine demokratische Gesellschaft heranzufuehren, werden sowohl partizipative Handlungsmoeglichkeiten als auch Gefahrenquellen von Online-Medien reflektiert. Wesentliche Begriffsabgrenzungen, manipulative Technologien und der reflektierte Umgang mit Online-Medien und Informationen aus dem Netz stehen im Mittelpunkt.   Dieser MOOC orientiert sich dabei an zwei Ebenen: So dient er einerseits der Weiterbildung fuer alle interessierten Lehrkraefte, Paedagog*innen und Multiplikator*innen. Andererseits stellt dieser Kurs auch Materialien und didaktische Tipps zur Verfuegung. Diese sollen helfen, dasThema im eigenen Unterricht zu behandeln.   Die Eigenwahrnehmung der Kursteilnehmer*innen als muendige Buerger*innen im Netz soll gestaerkt, die erworbenen Kenntnisse fuer die eigene zukuenftige paedagogische und Bildungs-Arbeit genutzt werden koennen. "
278,286,278,iMooX,Collaboration and Co-Creation for Engineers,Collaboration;value creation process;idea;team;reality,Collaboration;Co-Creation;Idea Development;Teamwork;Problem-Solving;Innovation;Creativity;Open-Mindedness;Ego Management;Value Creation,Collaboration and Co-Creation for Engineers,"Das Hauptziel und Thema des Programmes an der TU Wien ist das Verstehen und praktisches Kennenlernen des Wertschoepfungsprozesses in einem kollaborativen Umfeld. TeilnehmerInnen lernen verstehen, wie eine Idee in einem Team wachsen kann. Es geht darum zu lernen, wie man zusammen mit anderen die komplexe Aufgabe angeht, einer Idee den Weg in die Welt zu bahnen. Die Herausforderung besteht darin, mit der groben Idee, die Du in die Realitaet umsetzen moechtest, zu starten und aus erster Hand zu erleben, wie es sich anfuehlt, sie tatsaechlich zu entwickeln.  Ja, das heisst auch offen zu sein, fuer die Ideen anderer, zu lernen, das eigene Ego zurueckzustellen und gemeinsam mit anderen ueber euch hinauszuwachsen. "
279,287,279,iMooX, Chefs in future integrated health care,Nutrition;disease;patients;recipes;cooking techniques,Food and Health;Nutrition and Disease;Patient Care;Cooking Techniques;Healthcare Settings;Recipe Development;Diet Assessment;Patient Observation;Nutrition Therapy;Integrated Healthcare, Chefs in future integrated health care,"Dieser MOOC vermittelt ueberblicksartige Informationen …    zu Themenbereichen der Ernaehrung und Erkrankung sowie deren wechselseitigen Einwirkungen,     zu Beurteilungs- und Beobachtungsmechanismen fuer Patient*innen/ Klient*innen in diesem Kontext,     zur Entwicklung von Rezepten sowie Verwendung und Anpassung von Kochtechniken abhaengig von Versorgungssetting und Klient*in Der vorliegende Kurs(-inhalt) richtet sich dabei an:    Personen, die am zugehoerigen Pilotkurs teilnehmen     Personen, die grundsaetzlich Interesse an den Themenbereichen haben und sich Wissen dazu aneignen moechten         "
280,288,280,iMooX,Demenz und Ernährung,Dementia;nutrition;risk factors;prevention;malnutrition,Dementia;Nutrition;Meal Planning;Preventing Dementia;Elderly Care;Alzheimer's Disease;Eating Habits;Mealtime Support;Healthy Eating;Caregiving Tips,,
281,289,281,iMooX,ElectrONiX – Digital,Digital components;logic gates;latches;flip-flops;CMOS,Electronics;Digital Circuits;Logic Gates;Latches;Flip-Flops;CMOS;Circuit Design;Analog-to-Digital Conversion;Digital-to-Analog Conversion;Hardware Interfaces,ElectrONiX – Digital,"In diesem MOOC behandeln wir die grundlegenden Eigenschaften von digitalen Bauelementen, wie Logikgattern, Latches und Flip-Flops. Ziel dabei ist es sowohl das mathematische Werkzeug, als auch das praktische Verstaendnis zu vermitteln um (Digital-)Schaltungen selbststaendig bauen und dimensionieren zu koennen. Dazu stehen Rechen-, Simulations- und Praxisbeispiele zur Verfuegung.  Der Kurs gliedert sich in fuenf Teile:           CMOS Schaltungen          Kippstufen         Bistabile Kippstufen             Monostabile Kippstufen             Astabile Kippstufen              Analog-Digital Konverter     Digital-Analog Konverter     Hardwareschnittstellen "
282,290,282,iMooX,Rechnerarchitektur,computer architecture;computer science;logic;arithmetic;processor architectures,Computer Science;Computer Architecture;Logic Gates;Arithmetic Operations;Instruction Set;Processor Design;Memory Management;Input Output Operations;Computer Systems;Digital Technology,Rechnerarchitektur," Rechnerarchitektur ist     ein kostenloser und offener Kurs im MOOC (Massive Open Online Course) Format     fuer Informatik Studierende sowie alle, die gerne ihr Wissen erweitern moechten.   In den Videos werden     Grundkonzepte der Funktionsweise und Aufbau eines Rechners vermittelt, die mithilfe von Uebungen und Quiz-Fragen gefestigt werden.  Der Kurs umfasst insgesamt 9 Einheiten:  Einheit 1: Einfuehrung     Einheit 2: Kombinatorische Logik     Einheit 3: Sequenzielle Logik     Einheit 4: Arithmetik     Einheit 5: Befehlssatzarchitektur     Einheit 6: Ein-/Ausgabe     Einheit 7: Prozessorarchitekturen     Einheit 8: Speicher     Einheit 9: Leistung "
283,291,283,iMooX,ElectrONiX – Power,Power supplies;linear regulators;switching power supplies;EMC;electromagnetic compatibility,Power Supplies;Electrical Engineering;Linear Regulators;Switching Power Supplies;Electromagnetic Compatibility;EMV (Electromagnetic Vulnerability);Electrical Circuits;Power Electronics;Energy Conversion;Electronic Components,ElectrONiX – Power,"In diesem MOOC setzen wir uns hauptsaechlich mit verschiedenen Spannungsversorgungen auseinander und eroertern ihre Staerken und Schwaechen, auch in Hinblick auf elektromagnetische Vertraeglichkeit. Der Hauptfokus liegt somit auf den Themen Linearregler, Schaltnetzteile und Grundlagen der elektromagnetischen Vertraeglichkeit.  Der Kurs gliedert sich in drei Teile:           Linearregler          Schaltnetzteile     Grundlagen der EMV "
284,292,284,iMooX,ElectrONiX – Resonance,Resonant circuits;active filters;passive filters;measuring instruments;Lab Basics,Electronics;Circuits;Filters;Measurement;Instruments;Resonance;Oscillators;Generators;Power Supplies;Signal Processing,ElectrONiX – Resonance,"In diesem MOOC behandeln wir die grundlegenden Eigenschaften von Resonanzkreisen, aktiven Filtern und passiven Filtern. Außerdem erklaeren wir die grundlegende Funktion und Anwendung einiger wichtiger Messgeraete. Ziel dabei ist es, sowohl das     mathematische Werkzeug, als auch das praktische Verstaendnis zu vermitteln um entsprechende Schaltungen selbststaendig bauen, berechnen und messen zu koennen. Dazu stehen Theorie-, Rechen-, Simulations- und Praxisbeispiele zur Verfuegung.  Der Kurs gliedert sich in vier Teile:  Lab Basics         Multimeter             Funktionsgenerator             Netzteil             Oszilloskop              Passive Filter     Aktive Filter     Resonanzkreise "
285,293,285,iMooX,Challenge Based Learning in Higher Education,Challenge-based learning;university teaching;theory;practice;resources,Online Course (MOOC);Challenge-Based Learning (CBL);Higher Education;Teaching;Learning;Education;Assessment;Integration;Practical Examples;Reflection Tasks,Challenge Based Learning in Higher Education,"In diesem MOOC werden Sie  Challenge-based learning (CBL), seine Definition, Urspruenge und Vorlaeufer kennenlernen die Vor- und Nachteile von CBL kennenlernen lernen, wie Lernprozesse in CBL strukturiert und unterstuetzt werden koenneneinen Ueberblick ueber die Hauptakteur:innen und deren Rollen, Verantwortlichkeiten und Kompetenzen erhalten Moeglichkeiten fuer sinnvolle Pruefungsmodalitaeten von CBL ermitteln Theorie wird in diesem MOOC mit praktischen Beispielen und Testimonials (Lehrenden und Studierenden aus CBL-Projekten) kombiniert. Weitere Ressourcen und Reflexionsaufgaben unterstuetzen Ihren Weg, CBL in Ihre eigene Lehre zu integrieren.  Der „Challenge-based learning in Higher Education”-MOOC zielt auf Hochschullehrende und auf alle, die an CBL und Hochschullehre interessiert sind, ab."
286,294,286,iMooX,Power System Protection,Electrical systems;protection systems;faults;power supply;integrity,Electrical Power Systems;Protection Techniques;Short-Circuit Protection;Electrical Safety;Power Grid Management;Fault Detection;Overcurrent Protection;Network Protection;Equipment Protection;Reliability and Integrity,Power System Protection,"Wegen der enormen Bedeutung der sicheren Versorgung mit elektrischer Energie muessen die elektrischen Systeme fuer Transport und Verteilung von Energie und Leistung gegen Stoerungen resilient sein. Dazu geeignete Schutzsysteme erkennen im Falle einer beliebigen Stoerungsart (Isolationsverlust, Reglerstoerungen, Einwirkungen von außen, …) und fuer jeden moeglichen Fehlerort (Leitung, Transformator, Generator, …) diese Stoerung raschestens und eliminieren sie selektiv. Ausgehend von der Wahl der erforderlichen und geeigneten technischen Verfahren sind deren funktionsrelevanten Parameter festzulegen, die entsprechenden Schutzeinrichtungen zu definieren, zu parametrieren und schlussendliche zu aktivieren, um die Integritaet des Systems sicherstellen.  Hauptinhalt dieses Kurses ist die Einfuehrung in die grundlegenden Schutzphilosophien, die verschiedenen Schutzaufgaben (Kurzschlussschutz, Erdschlussschutz, Systemschutz, …) und die unterschiedlichen schutztechnischen Umsetzungen (Ueberstromschutz, Distanzschutz, Differentialschutz, ...) einschließlich deren Einstellstrategien und Funktionalitaetsgrenzen. Dafuer werden Basiswissen und Methoden sowie deren Umgang vermittelt, um am Ende des Kurses Kenntnis ueber die ueblichen Konzepte des elektrischen Netz- und Anlagenschutzes und deren Umsetzung zu besitzen. "
287,295,287,iMooX,Zeit.shift MOOC - Digital in gesterns Zukunft,Humanities;Historical Dailies;Source Criticism;Digital Research;Inquiry,Digital humanities;Historical research;Text analysis;Source criticism;Digitalization;Online archives;Computer-assisted research;Information literacy;Critical thinking;Cultural heritage,Zeit.shift MOOC - Digital in gesterns Zukunft,Was erwartet mich im Zeit.shift-MOOC – Digital in gesterns Zukunft?Wie entwickle ich eine Fragestellung zu einem geisteswissenschaftlichen Thema? Wie werden historische Tageszeitungen digitalisiert und online verfuegbar gemacht?Wie recherchiere ich ueber Web-Portale in historischen Tageszeitungen?  Was sind die Grundzuege von Quellenkritik und Quelleninterpretation und wie werte ich die Ergebnisse meiner Recherche aus? Wie lassen sich die Texte mit computergestuetzten Methoden verarbeiten und analysieren und welche Perspektiven eroeffnen diese Ansaetze der Digitalen Geisteswissenschaften?
288,296,288,iMooX,BELVEDERE Inklusive berufliche Qualifizierung und Vermittlung mit digitalen Tools   ,Vocational qualification;digital tools;placement;in-company trials;case management,Professional Development;Digital Tools;Vocational Training;Job Placement;Inclusive Learning;Case Management;Documentation;Management Tasks;Educational Offers;Company Testing,BELVEDERE Inklusive berufliche Qualifizierung und Vermittlung mit digitalen Tools,Der Kurs besteht aus 8 Lektionen zu folgenden Praxisfeldern: Einfuehrung Profiling Bildungsangebote Betriebliche ErprobungenVermittlungAnschlussbegleitungFallmanagementDokumentationAufgaben des Managements  
289,297,289,iMooX,University all inclusive – Respektvolle Begegnung mit Studierenden und Mitarbeitenden mit Behinderungen und/oder physischen/psychischen Erkrankungen,Inclusion;Barrier-free studying;Mental illness;Visual impairment;Hearing impairment,Inclusive;Disability;Accessibility;Mental Health;Autism;Visual Impairment;Hearing Impairment;Deafness;Respectful Interaction;Diversity Awareness,University all inclusive – Respektvolle Begegnung mit Studierenden und Mitarbeitenden mit Behinderungen und/oder physischen/psychischen Erkrankungen,"Der Kurs besteht aus 5 Modulen, die folgende Themen abdecken: Servicestelle Barrierefrei StudierenPsychische ErkrankungenAsperger-AutismusSehbeeintraechtigung/BlindheitHoerbeeintraechtigung/Gehoerlosigkeit"
290,298,290,iMooX,Mathematik-Ringvorlesung: Mathematik verstehen und anwenden,Mathematics;infections;statistical information;linear systems of equations;functions,Math;Interactive;Real-world applications;Everyday life;Statistics;Physics;Guitar;Drones;Infection rates;Problem-solving,Mathematik-Ringvorlesung: Mathematik verstehen und anwenden,  Die ansteckende Mathematik - Infektionen     Briefzustellung – Braucht man dafuer wirklich Mathematik?     Wie zaehlt man Fettsaeuren?     Malen nach Zahlen: Wie lassen sich statistische Informationen graphisch aufbereiten     Wenn Mathematik abhebt: wie werden Drohnen mit linearen Gleichungssystemen gesteuert?     Was ist mathematische Forschung?     Funktionen verstehen und deren Vielseitigkeit erleben     Groeßen im Alltag     Sounds great ! - Die Mathematik hinter dem Klang der E-Gitarre   
291,299,291,iMooX,Computational Social Sciences,Digital data collection;Data management;Interdisciplinary research;Legal issues;Ethical issues.,Data Science;Social Sciences;Computational Methods;Digital Data;Research Methods;Interdisciplinarity;Ethics;Legal Aspects;Data Management;Social Phenomena,Computational Social Sciences," In diesem Kurs lernen Sie Digitale Datenerhebung, Datenmanagement und         digitale Datenanalyseverfahren der         Computational-Social-Science-Forschung kennen, relevante rechtliche,         ethische und gesellschaftliche Fragen         werden erklaert, Sie erhalten einen Einblick in Anwendungsbeispiele         interdisziplinaerer Forschung der Computational Social Sciences - und; aktuelle Forschungsthemen sowie Herausforderungen fuer         die zukuenftige Computational Social Sciences Forschung werden dargestellt. Unter anderen werden folgende Fragen behandelt: Was sind die             paradigmatischen Grundlagen und methodologischen Ansaetze der             Sozialwissenschaften und der Data Sciences? Wie unterscheiden sie sich und             welche Gemeinsamkeiten gibt es?      Welche             Fragestellungen lassen sich aus der interdisziplinaeren Perspektive der             Computational Social Science erforschen? Was sind konkrete             Anwendungsmoeglichkeiten fuer Computational Social Sciences?      Welche             rechtlichen, ethischen und gesellschaftlichen Fragen bzw. Regeln sind fuer die             Forschung in den Computational Social Sciences zu beachten?      Wie funktioniert             das Datenmanagement in der             Computational-Social-Science-Forschung?     Welche Fragestellungen lassen sich aus der             interdisziplinaeren Perspektive der Computational Social Science erforschen?   "
292,300,292,iMooX,The Discrete Element Method,DEM;mathematical principles;force models;calibration;particles,Discrete Element Method;Simulation;Math;Software;Particles;Modeling;Force;Calibration;Verification;Validation,The Discrete Element Method,"        In diesem MOOC werden sowohl Grundlagen als auch fortgeschrittene Themen im Zusammenhang mit der DEM behandelt. Das Ziel ist es, die mathematischen Grundlagen und Softwarekenntnisse zu vermitteln, um eine DEM-basierte Simulation korrekt aufzubauen und zu interpretieren. Zu diesem Zweck werden eine Reihe von Berechnungen sowie Simulationsbeispiele besprochen.      Der Kurs ist in sieben Einheiten unterteilt, die wie folgt gegliedert sind:           Einfuehrung (Lektion 1)         Teil 1: Grundlagen der DEMTheoretische Grundlagen (Lektion 2)Kraftmodelle - Grundlagen (Lektion 3)Praktische Aspekte beim Einsatz der DEM (Lektion 4)         Teil 2: DEM Fortgeschrittene ThemenKraftmodelle - Fortgeschrittenes (Lektion 5)Kalibrierung, Verifizierung und Validierung (Lektion 6)Modellierung nicht-runder Partikel (Lektion 7)          "
