Unnamed: 0.1,Unnamed: 0,Column1,scope,title,manual_keywords,generated_keywords,name,description,title_en,description_en
289,297,289,iMooX,University all inclusive – Respektvolle Begegnung mit Studierenden und Mitarbeitenden mit Behinderungen und/oder physischen/psychischen Erkrankungen,Inclusion;Barrier-free studying;Mental illness;Visual impairment;Hearing impairment,Inclusive;Disability;Accessibility;Mental Health;Autism;Visual Impairment;Hearing Impairment;Deafness;Respectful Interaction;Diversity Awareness,University all inclusive – Respektvolle Begegnung mit Studierenden und Mitarbeitenden mit Behinderungen und/oder physischen/psychischen Erkrankungen,"Der Kurs besteht aus 5 Modulen, die folgende Themen abdecken: Servicestelle Barrierefrei StudierenPsychische ErkrankungenAsperger-AutismusSehbeeintraechtigung/BlindheitHoerbeeintraechtigung/Gehoerlosigkeit",University all inclusive - respectful encounter with students and employees with disabilities and/or physical/mental illnesses,The course consists of 5 modules that cover the following topics: - Service center - study barrier-free - psychological disease - aperger autism - visual impairment/blindness - hearing impairment/Deafness.
290,298,290,iMooX,Mathematik-Ringvorlesung: Mathematik verstehen und anwenden,Mathematics;infections;statistical information;linear systems of equations;functions,Math;Interactive;Real-world applications;Everyday life;Statistics;Physics;Guitar;Drones;Infection rates;Problem-solving,Mathematik-Ringvorlesung: Mathematik verstehen und anwenden, Die ansteckende Mathematik - Infektionen     Briefzustellung – Braucht man dafuer wirklich Mathematik?     Wie zaehlt man Fettsaeuren?     Malen nach Zahlen: Wie lassen sich statistische Informationen graphisch aufbereiten     Wenn Mathematik abhebt: wie werden Drohnen mit linearen Gleichungssystemen gesteuert?     Was ist mathematische Forschung?     Funktionen verstehen und deren Vielseitigkeit erleben     Groeßen im Alltag     Sounds great ! - Die Mathematik hinter dem Klang der E-Gitarre  ,Mathematics ring lecture: understand and apply mathematics,The contagious mathematics: Infections - letter delivery: do you really need mathematics for this? - How do you count fatty acids? - Painting according to numbers: How can statistical information be prepared graphically - when mathematics lifts: How are drones controlled with linear equation systems? - What is mathematical research? - Understanding functions and experiencing their versatility - dimensions in everyday life - Sounds Great!- Mathematics behind the sound of the electric guitar
291,299,291,iMooX,Computational Social Sciences,Digital data collection;Data management;Interdisciplinary research;Legal issues;Ethical issues.,Data Science;Social Sciences;Computational Methods;Digital Data;Research Methods;Interdisciplinarity;Ethics;Legal Aspects;Data Management;Social Phenomena,Computational Social Sciences," In diesem Kurs lernen Sie Digitale Datenerhebung, Datenmanagement und         digitale Datenanalyseverfahren der         Computational-Social-Science-Forschung kennen, relevante rechtliche,         ethische und gesellschaftliche Fragen         werden erklaert, Sie erhalten einen Einblick in Anwendungsbeispiele         interdisziplinaerer Forschung der Computational Social Sciences - und; aktuelle Forschungsthemen sowie Herausforderungen fuer         die zukuenftige Computational Social Sciences Forschung werden dargestellt. Unter anderen werden folgende Fragen behandelt: Was sind die             paradigmatischen Grundlagen und methodologischen Ansaetze der             Sozialwissenschaften und der Data Sciences? Wie unterscheiden sie sich und             welche Gemeinsamkeiten gibt es?      Welche             Fragestellungen lassen sich aus der interdisziplinaeren Perspektive der             Computational Social Science erforschen? Was sind konkrete             Anwendungsmoeglichkeiten fuer Computational Social Sciences?      Welche             rechtlichen, ethischen und gesellschaftlichen Fragen bzw. Regeln sind fuer die             Forschung in den Computational Social Sciences zu beachten?      Wie funktioniert             das Datenmanagement in der             Computational-Social-Science-Forschung?     Welche Fragestellungen lassen sich aus der             interdisziplinaeren Perspektive der Computational Social Science erforschen?   ",Computational Social Sciences,"In this course you will learn about digital data collection, data management and digital data analysis methods of computational social science research, relevant legal, ethical and social questions are explained, you will receive an insight into application examples of interdisciplinary research in computational social sciences - and Current research topics as well as challenges for the future computational social sciences research are presented. Among other things, the following questions are dealt with: What are the paradigmatic foundations and methodological approaches of the social sciences and the data sciences? How do they differ and what similarities are there? What questions can be researched from the interdisciplinary perspective of computational social science? What are concrete applications for computational social sciences? What legal, ethical and social issues or rules must be considered for research in the Computational Social Sciences? How does data management work in computational social science research? What questions can be researched from the interdisciplinary perspective of computational social science?"
292,300,292,iMooX,The Discrete Element Method,DEM;mathematical principles;force models;calibration;particles,Discrete Element Method;Simulation;Math;Software;Particles;Modeling;Force;Calibration;Verification;Validation,The Discrete Element Method,"        In diesem MOOC werden sowohl Grundlagen als auch fortgeschrittene Themen im Zusammenhang mit der DEM behandelt. Das Ziel ist es, die mathematischen Grundlagen und Softwarekenntnisse zu vermitteln, um eine DEM-basierte Simulation korrekt aufzubauen und zu interpretieren. Zu diesem Zweck werden eine Reihe von Berechnungen sowie Simulationsbeispiele besprochen.     Der Kurs ist in sieben Einheiten unterteilt, die wie folgt gegliedert sind:          Einfuehrung (Lektion 1)         Teil 1: Grundlagen der DEMTheoretische Grundlagen (Lektion 2)Kraftmodelle - Grundlagen (Lektion 3)Praktische Aspekte beim Einsatz der DEM (Lektion 4)         Teil 2: DEM Fortgeschrittene ThemenKraftmodelle - Fortgeschrittenes (Lektion 5)Kalibrierung, Verifizierung und Validierung (Lektion 6)Modellierung nicht-runder Partikel (Lektion 7)          ",The Discrete Element Method,"In this MOOC, both basics and advanced topics are dealt with in connection with the Discrete Element method (DEM). The goal is to convey the mathematical basics and software knowledge in order to correctly build and interpret a DEM-based simulation. For this purpose, a number of calculations and simulation examples are discussed.The course is divided into seven units that are structured as follows: Introduction (lesson 1) Part 1: Fundamentals of the DEM-theoretical basics (lesson 2) Force models - basics (lesson 3) Practical aspects when using the DEM (lesson 4) part 2: DEM advanced topics:  force models - advanced (lesson 5) calibration, verification and validation (lesson 6) Modeling Non-round particles (lesson 7)"
293,301,293,iMooX,Metabolic syndrome - When the metabolism runs wild,Metabolic syndrome;insulin resistance;diabetes;metabolism;nutrition,Metabolic Syndrome;Weight Management;Diabetes;High Blood Pressure;Insulin Resistance;Nutrition;Genetics;Heart Disease;Liver Disease;Obesity,Metabolic syndrome - When the metabolism runs wild,"  Unit 1: Metabolisches Syndrom: Fakten und KennzeichenDefinition des MetS (Syndrom X), die 3 von 5 Kriterien, die fuer die Diagnose erfuellt sein muessen, damit verbundene Krankheiten und betroffene Stoffwechselgewebe. Insulin-Signalweg in verschiedenen Stoffwechselgeweben, Insulinresistenz, Typ-1- und Typ-2-Diabetes und chronisch-schwache Entzuendungen als zugrundeliegende molekulare Mechanismen, die das Metabolische Syndrom antreiben. Unit 2: (Epi-)Genetik vs. UmweltDie Rolle der Umwelt vs. Genetik im Zuge der Entwicklung des Metabolischen Syndroms. Nutrigenetik vs. Nutrigenomik, Epigenetik und genomweite Assoziationsstudien (GWAS). Unit 3: Lebensmittelwissenschaften: Die Bedeutung von Lipiden, Zucker und Salz fuer das Metabolische SyndromDie chemischen Grundlagen von Zucker und Fett. Die Rolle von Lipiden, Zucker und Salz in Lebensmitteln und in der Lebensmitteltechnologie. Moegliche Strategien zur Reduzierung des Konsums der drei Komponenten.  Unit 4: Ueberernaehrung: Die Rolle des FettgewebesLokalisation und Typen des Fettgewebes, Struktur und zellulaere Zusammensetzung des Fettgewebes. Zusaetzliche Funktionen des Fettgewebes neben der klassischen ""Speicherfunktion"". Ausdehnung des Fettgewebes. Pathologische Folgen des MetS auf das Fettgewebe: Niedriggradige und chronische Entzuendungen, Insulinresistenz und die Rolle der Adipokine. Lipogenese vs. Lipolyse.  Unit 5: Metabolisches Syndrom und LebererkrankungenEktopische Fettansammlung: nichtalkoholische Fettlebererkrankung. Leberentzuendung. Lipoprotein-Stoffwechsel. Die ektopische Fettansammlung in anderen Geweben (Fettverlagerung aus dem Fettgewebe und der Leber) wird eroertert. Unit 6: Herzerkrankungen - eine Anhaeufung von allem?Entwicklung von Atherosklerose und Zusammenhang mit Diabetes und Fettleibigkeit. Andere Risikofaktoren fuer Herzkrankheiten. ""Gesunde"" mikrostrukturelle Bestandteile des arteriellen Gewebes. Umbau des Arteriengewebes und die Rolle des Zuckers, der zu fortgeschrittenen Glykationsendprodukten (AGEs) und zur Vernetzung der Gewebebestandteile (Kollagen und Elastin) fuehrt. Biomechanische Tests von arteriellen Geweben.",Metabolic syndrome - When the metabolism runs wild,"Unit 1: Metabolic syndrome: - facts and properties -  definition of the METS (syndrome X), the 3 of 5 criteria that have to be true for the diagnosis, associated diseases and affected metabolic tissue. Insulin signal path in various metabolic tissues, insulin resistance, type 1 and type 2 diabetes and chronic-weak inflammation as underlying molecular mechanisms that drive metabolic syndrome. Unit 2: - (Epi-)genetics vs. Environment - the role of the environmental - genetics in the course of the development of the metabolic syndrome. Nutrigenetics vs. nutrigenomics, epigenetics and genome-wide association studies (GWAS). Unit 3: Food sciences: - The importance of lipids, sugar and salt for the metabolic syndrome - the chemical basics of sugar and fat. The role of lipids, sugar and salt in food and in food technology. Possible strategies to reduce the consumption of the three components. Unit 4: Overnutrition: - The role of fat tissue - localization and types of adipose tissue, structure and cellular composition of the adipose tissue. Additional functions of the adipose tissue in addition to the classic ""storage function"". Expansion of the adipose tissue. Pathological consequences of the METS on the adipose tissue: low-grade and chronic inflammation, insulin resistance and the role of the adipokine. Lipogenesis vs. Lipolysis. Unit 5: Metabolic syndrome and liver disease - ectopic fat accumulation: non-alcoholic fatty liver disease. - Liver inflammation. - Lipoprotein metabolism. The ectopic fat accumulation in other tissues (fat shift from the adipose tissue and the liver) is discussed. Unit 6: Heart diseases - an aggregation of everything? Development of atherosclerosis and connection with diabetes and obesity. Other risk factors for heart diseases.""Healthy"" microstructural components of the arterial tissue. Conversion of the artery tissue and the role of the sugar, the advanced glycation products (AGE) and leads to network the tissue components (collagen and elastin). Biomechanical tests of arterial tissues."
294,302,294,iMooX,Digital unterstützt draußen lernen,Digital learning;Outdoors;Enable;Discover;analyze,Outdoor Learning;Digital Support;Interactive Course;Educational Resource;Learning Experience;Creativity Activation;Discovery Learning;Analytical Thinking;Sharing Knowledge;Practical Application,,,Digital supports learning outside,
295,303,295,iMooX,Lehren und Lernen mit digitalen Medien I,Digitale Medien;Lehren;Lernen;Medienkompetenz;Unterricht,Digital Media;Teaching;Learning;Education;Media Literacy;Online Course;Educational Technology;Teaching Methods;Learning Strategies;Educational Resources,Lehren und Lernen mit digitalen Medien I,"Dieser MOOC beschaeftigt sich, wie der Titel bereits voraussagt, mit dem Einsatz von digitalen Medien sowohl beim Lehren als auch beim Lernen. Es geht dabei vorranging um eine erste Einfuehrung in den großen Themenkomplex und soll helfen, entsprechende Medienkompetenzen fuer den eigenen Unterricht zu erwerben.   Dabei werden neben Definitionen und Erklaerungen auch Praxisbeispiele gezeigt sowie Tipps und Tricks fuer den Unterrichtsalltag gegeben, sodass im Anschluss ein erster eigener Einsatz moeglich sein soll.  Die Inhalte richten sich vorerst speziell an Studierende des Lehramts aller Unterrichtsfaecher, aber natuerlich auch an im Beruf stehende Lehrer:innen sowie an alle interessierten Personen, die mehr ueber die Einsatzmoeglichkeiten digitaler Medien erfahren wollen.",Teaching and learning with digital media I,"As the title already predicts, this MOOC deals with the use of digital media both when teaching and learning. The priority is about a first introduction in the large subject complex and is intended to help acquire appropriate media skills for your own lessons. In addition to definitions and explanations, practical examples are shown and tips and tricks are given for everyday teaching, so that a first own use should be possible afterwards. For the time being, the content is aimed specifically at teacher students of all subjects, but of course also at professional teachers and to all interested people who want to learn more about the operational opportunities of digital media."
296,304,296,iMooX,Programmieren lernen mit Python: Grundlagen,Python;programming;basics;variables;data types,Programming;Python;Basics;Fundamentals;Learning;Online course;Code;Variables;Data input/output;Control flow,Programmieren lernen mit Python: Grundlagen,"Dieser MOOC (Massive Open Online Course) soll Interessierten dabei helfen, in die Welt des Programmierens einzusteigen. Dabei wirst du anhand interaktive Videos und Codebeispiele Schritt fuer Schritt die grundlegenden Konzepte der Programmierung mittels der Sprache Python erlernen. Egal ob du bereits Erfahrung im Programmieren hast oder neu dabei bist, wir sind sicher, dass du aus diesem Kurs viel nuetzliches Wissen mitnehmen wirst. Fuer den Kurs benoetigen du keine Vorkenntnisse, lediglich einen Desktop-PC oder Laptop mit dem Betriebssystem Windows, Linux oder macOS, um deine selbst geschriebenen Programme ausfuehren zu koennen.Der Kurs gliedert sich in vier Lektion, die aufeinander aufbauen. Im ersten Schritt werden wir uns mit grundlegenden Theorien beschaeftigen. Ab der zweiten Lektion beginnen wir mit dem Schreiben von Python Code und lernen und ueben neue Programmierkonzepte, insbesondere mit dem Schwerpunkt auf Variablen. In der dritten Lektion werden wir uns damit beschaeftigen, wie wir Daten von Benutzer:innen unseres Programms einlesen und wieder ausgeben und lernen wichtige Konzepte kennen, um den Programmfluss zu steuern. In der vierten und letzten Lektion werden wir uns genauer mit dem Datentyp der Listen beschaeftigen.",Learn programming with Python: Basics,"This MOOC (Massive Open Online Course) is intended to help interested parties to get into the world of programming. You will learn the basic concepts of programming using the Python language using interactive videos and code exams. Regardless of whether you already have experience in programming or are new to the topic, we are sure that you will take a lot of useful knowledge with you from this course. For the course you have no previous knowledge, just a desktop PC or laptop with the Windows, Linux or MacOS operating system to be able to execute your self-written programs. The course is divided into four lessons that build on each other. In the first step, we will deal with basic theories. From the second lesson we start writing Python code and learn as well as practice new programming concepts, especially with a focus on variables. In the third lesson, we will deal with how we read and output data from users with our program and get to know important concepts to control the program flow. In the fourth and last lesson, we will deal with the data type of lists more deeply."
297,305,297,iMooX,Programmieren lernen mit Python: Objektorientierte Programmierung,Python;object-oriented programming;OOP;methods;inheritance,Object-Oriented Programming;Python Programming Language;Coding Basics;Computer Science;Programming Concepts;Free Online Course;MOOC (Massive Open Online Course);Learning Resource;Programming Fundamentals;Software Development,Programmieren lernen mit Python: Objektorientierte Programmierung,"Programmieren lernen mit Python: Objektorientierte Programmierung ist ein kostenloser Kurs im MOOC (Massive Open Online Course) Format fuer Schueler:innen, Studierende, Lehrende und alle, die sich mit dem Thema der objektorientierten Programmierung(OOP) beschaeftigen wollen. Der Kurs liefert einen Ueberblick ueber einige Konzepte die in der objektorientierten Programmierung Verwendung finden. In diesem Kurs werden Codebeispiele in der Programmiersprache Python gezeigt, um zu veranschaulichen, wie die vorgestellten Konzepte umgesetzt werden koennen. Dieser Kurs besteht aus vier Lektionen, die aufeinander aufbauen und folgende Inhalte behandeln:In Lektion 1 werden die Grundlagen der objektorientierten Programmierung sowie die wichtigsten Begriffe besprochen. Die Einheit wird hauptsaechlich theoretischer Natur sein, um einen Ueberblick zu erhalten. In den kommenden Lektionen werden die hier besprochenen Konzepte in der Praxis demonstriert.In Lektion 2 wird das erlernte Wissen anhand eines Beispiels in der Programmiersprache Python umgesetzt. Hier werden wir insbesondere auf Attribute und den Konstruktor eingehen.Lektion 3 behandelt Methoden und Verkapselung genauer.In Lektion 4 betrachten wir die Konzepte Vererbung und Polymorphismus.",Learn programming with Python: Object -oriented programming,"Learning to program with Python: Object oriented programming is a free course in the MOOC (massive open online course) format for school and university students, teachers and everyone who wants to deal with the topic of object oriented programming (OOP). The course provides an overview of some concepts that are used in object oriented programming. In this course, code exams in the programming language Python are shown to illustrate how the presented concepts can be implemented. This course consists of four lessons that build together and treat the following content: In lesson 1, the basics of object oriented programming and the most important terms are discussed. The unit will be mainly theoretical in order to obtain an overview. In the upcoming lessons, the concepts discussed here will be demonstrated in practice. In lesson 2, the gained knowledge is implemented using an example in the programming language Python. Here we will go into attributes and the constructor in particular. Leaching 3 deals with methods and encapsulation. In lesson 4 we consider the concepts inheritance and polymorphism."
298,306,298,iMooX,Empirische Sozialforschung leicht gemacht,Empirical research;social science;quantitative research;qualitative research;research process,Social Research;Research Methods;Quantitative Research;Qualitative Research;Research Process;Study Design;Data Collection;Data Analysis;Research Questions;Scientific Inquiry,Empirische Sozialforschung leicht gemacht,"In diesem Kurs erlangen Sie in sechs Lektionen grundlegende Kenntnisse ueber die sozialwissenschaftliche Forschung. Wir klaeren, welche Ziele die empirische Sozialforschung verfolgt und gehen auf die Unterschiede und Gemeinsamkeiten der quantitativen und der qualitativen Sozialforschung ein. Um einen Ueberblick ueber die sozialwissenschaftliche Vorgehensweise zu geben, betrachten wir die einzelnen Schritte des Forschungsprozesses naeher.  Folgende Themen werden behandelt:  1. Einstieg in die empirische Sozialforschung - Was ist das eigentlich genau?  2. iele und Vorgehensweise quantitativer und qualitativer Forschung - Welche Zugaenge gibt es?  3. Literaturrecherche und Forschungsfragen - Wie grenzen wir unser Forschungsziel ein?  4. Studienplanung und Erhebungsmethoden - Wie gehen wir vor?  5. Stichprobenziehung / Fallauswahl - Wie waehlen wir Teilnehmer*innen aus?  6. Auswertung &amp;Ergebnisdarstellung - Wie kommen wir zu Ergebnissen? ",Empirical social research made easy,"In this course, you gain basic knowledge of social science research in six lessons. We clarify what goals the empirical social research pursues and address the differences and similarities of the quantitative and qualitative social research. In order to give an overview of the social science approach, we look at the individual steps of the research process. The following topics are dealt with: 1. Entry into empirical social research - what exactly is that? 2. Goals and procedures of quantitative and qualitative research - what accesses are there? 3. Literature research and research questions - how do we limit our research goal? 4. Study planning and survey methods - how do we proceed? 5. Sampling / Case selection - How do we select participants? 6. Evaluation and presentation of results - How do we get results?"
299,307,299,iMooX, Mathe-Kompass - Sei bereit fürs Studium!,Mathematics;study;fractions;equations;functions,Mathematics;Education;Study;Lessons;Modules;Fractions;Equations;Functions;Calculus;Problem-solving,,,Math compass - be ready for studying!,
300,308,300,iMooX,EBmooc 2023: Ihr Update zur Online-Erwachsenenbildung,adult education;online education;tools;media literacy;future trends,Online Learning;Adult Education;Digital Tools;Media Literacy;Educational Trends;Future Learning;Online Courses;Continuing Education;Digital Skills;Educational Management,EBmooc 2023: Ihr Update zur Online-Erwachsenenbildung,Teilnehmer*innen bleiben up-to-date zu folgenden Themen der digitalen Erwachsenenbildung:Tools und TechnologienMedienkompetenz in der digitalen WeltFormate und BildungsmanagementZukunftstrends und Weiterlernen,EBMOOC 2023: Your update for online-growing education,Participants remain up-to-date on the following topics of digital adult education: - Tools and Technology - Media Competence in the Digital World - Formats and Educational Management - Trends and Learn further
301,309,301,iMooX,Digitalization and Inclusive Education,Inclusive education;digital literacy;universal design;accessibility;assistive technologies,Digital Education;Inclusive Learning;Disability Support;Accessibility;Technology Integration;Universal Design;Teacher Training;Online Learning;Assistive Technology;Education Equity,Digitalization and Inclusive Education,"      Dieser MOOC soll die Kompetenzen von Lehrpersonen des Pflichtschulbereichs und von interessierten Personen im Bereich der digital-inklusiven Bildung staerken, um Schueler*innen mit Behinderungen die Teilhabe am mediengestuetzten Unterricht zu ermoeglichen. Die Inhalte orientieren sich an dem „Europaeischen Rahmen fuer die digitale Kompetenz Lehrender“ der Europaeischen Union (Digital Competence Framework for Educators [DigiCompEdu]), spezifisch am Kompetenzbereich 5 „Lernerorientierung“ (Empowering Learners).      Dieser gliedert sich wiederum in drei Bereiche:     Digitale Teilhabe: Gewaehrleisten, dass alle Lernenden, auch solche mit Behinderungen, Zugang zu den eingesetzten digitalen Medien und Lernaktivitaeten haben;(Digitale) Erwartungen, Faehigkeiten, Vorkenntnisse und Missverstaendnisse der Lernenden beruecksichtigen sowie kontextbezogene, physische oder kognitive Einschraenkungen bei der Mediennutzung bedenken.          Differenzierung und Individualisierung: Nutzung von digitalen Medien, um Lernenden zu ermoeglichen, ihr individuelles Lernziel in ihrem jeweils eigenen Lerntempo zu erreichen und individuelle Lernwege zu beschreiten.         Aktive Einbindung der Lernenden: Digitale Medien nutzen, um das aktive und kreative Engagements der Lernenden mit einem Thema zu foerdern;digitale Medien im Rahmen didaktischer Strategien einsetzen, die transversale Faehigkeiten, tiefgruendiges Denken und kreativen Ausdruck des Lernenden foerdern;den Unterricht oeffnen, um neue, reale Lernkontexte zu schaffen, die die Lernenden in praktische Aktivitaeten, wissenschaftliche Untersuchungen oder komplexe Problemloesungen einbeziehen, oder auf andere Weise die aktive Auseinandersetzung der Lernenden mit komplexen lebensweltlichen Sachverhalten erhoehen.     Diese Kompetenzformulierungen bieten fuer den inklusiven Unterricht eine gute Orientierung bezueglich der Bandbreite benoetigter Kompetenzen, die ein didaktisch sinnvoller Einsatz digitaler Medien fuer den Umgang mit individuellen Lernvoraussetzungen         erfordert.       Dieser MOOC gliedert sich dabei in folgende Module:        Modul 1: Universal Design for Learning         Modul 2: Barrierefreiheit und NutzungsfreundlichkeitModul 3: Assistive Technologien         Modul 4: Technologiegestuetzter inklusiver Unterricht         Modul 5: Sozial eingebettetes Lernen (im Online-Setting)              Jedes Modul ist noch in drei Unterpunkte unterteilt. ",Digitalization and Inclusive Education,"This MOOC strengthens the competencies of teachers of compulsory schools and interested people in the field of digital-inclusive education in order to enable students with disabilities to participate in media-supported lessons. The content is based on the ""European framework for the digital competence of teachers"" of the European Union (Digital Competence Framework for Educators [Digicompedu]), specifically on the competence area 5 ""Learner Orientation"" (Empowering Learners). This in turn is divided into three areas: digital participation: ensure that all learners, including those with disabilities, have access to the digital media and learning activities used. (digital) expectations, skills, previous knowledge and misconceptions of the learners are considered, as well as contextual, physical or Remember cognitive restricts in media use are reflected. Differentiation and individualization: Use of digital media in order to enable learners to achieve their individual learning objective in their own learning pace and to take individual learning paths. Active involvement of the learners: Use digital media to foster the active and creative engagements of the learners with a topic, apply digital media in the context of didactic strategies that supports the transversal skills, profound thinking and creative expression of the learner, open up the lessons to create real learning contexts that involve learners in practical activities, scientific studies or complex problem solutions, or in any other way encourage the active examination with complex livelihood facts by the learners. These formulations of competence offer a good orientation for the inclusive lessons regarding the required bandwidth of competencies, which are necessary for a didactically sensible use of digital media for dealing with individual learning requirements. This MOOC is divided into the following modules: Module 1: Universal Design for Learning Module 2: Accessibility and user-friendliness module 3: Assistive Technologies Module 4: Technology-based Including lessons Module 5: Socially embedded learning (in online setting) Every module is further divided into three sub-point."
302,310,302,iMooX,LawBusters Oster-MOOC – Märchen-Edition,Hansel and Gretel;child welfare;Snow White;cohabitation;Rapunzel,Fairy Tales;Legal Education;Child Welfare;Freedom;Community;Rights;Law;Education;Storytelling;Critical Thinking,,,Lawbusters Oster-Mooc-fairy tale edition,
303,311,303,iMooX,Basics in Tire Mechanics,Power transmission;pneumatic tires;wheel kinematics;vertical power transmission;tire modeling,Tire Mechanics;Car Parts;Vehicle Engineering;Tire Properties;Force Transfer;Kinematics;Tire Design;Engineering Fundamentals;Vehicle Performance;Tire Technology,Basics in Tire Mechanics,"Wir zeigen euch in vier Lektionen die Grundlagen der Kraftuebertragung von pneumatischen Reifen:  Lektion 1 - Einfuehrung: Bedeutung der Reifeneigenschaften und Grundbegriffe     Lektion 2 - Radkinematik und Vertikalkraftuebertragung     Lektion 3 - Horizontale Kraftuebertragung: Reifenlaengskraft, Reifenseitenkraft und kombinierte Reifenkraefte     Lektion 4 - Einflussgroeßen, Messung von Reifeneigenschaften und Reifenmodellierung  ",Basics in Tire Mechanics,"In four lessons we show you the basics of power transmission of pneumatic tires: Lesson 1 - Introduction: Importance of the tire properties and basic terms Lesson 2 - wheel kinematics and vertical force transmission Lesson 3 - Horizontal power transmission: tire longitudinal force, tire-side force and combined tire forces Lesson 4 influencing variables, measurement of tire properties and tire modeling"
304,312,304,iMooX,Societech: Die Gesellschaft im Kontext der Informationstechnologie,Information technology;economy;education;privacy;security,Technology;Society;Information;Impact;Economy;Education;Privacy;Security;Influence;Globalization,Societech: Die Gesellschaft im Kontext der Informationstechnologie,"Dieser Online-KI-generierte Kurs, ""Societech: Society in the Context of Information Technology"", bietet eine umfassende Analyse der gesellschaftlichen Auswirkungen der Informationstechnologie. Die Teilnehmer*innen erfahren mehr ueber acht wichtige Themengebiete, die einen Einblick in die Rolle der Informationstechnologie in Bereichen wie Wirtschaft, Bildung, Privatsphaere, Sicherheit, Ethik, Politik, Kultur und Umwelt geben. Die Informationstechnologie hat die Art und Weise, wie wir arbeiten, lernen, kommunizieren und uns amuesieren, grundlegend veraendert. Sie ist von zentraler Bedeutung fuer die Gesellschaft, da sie die Welt globaler, vernetzter und effizienter gemacht hat, aber auch neue Herausforderungen hervorgerufen hat, die es zu bewaeltigen gilt. Daher ist es wichtiger denn je, ein Verstaendnis dafuer zu entwickeln, wie die Informationstechnologie die Gesellschaft beeinflusst und wie wir ihre Auswirkungen gestalten koennen.",Societech: Society in the context of information technology,"This online AI-generated course, ""Societech: Society in the Context of Information Technology"", offers a comprehensive analysis of the social effects of information technology. The participants learn more about eight important subject areas that give an insight into the role of information technology in areas such as economy, education, privacy, security, ethics, politics, culture and the environment. Information technology has fundamentally impacted the way we work, learn, communicate, and enjoy ourselves. It is of central importance for society because it has made the world more global, networked and efficient, but has also caused new challenges that need to be overcome. Therefore, it is more important than ever to develop an understanding on how information technology influences society and how we can shape its effects."
